event_id,roi_ustrip_min,roi_ustrip_max,roi_vstrip_min,roi_vstrip_max,roi_u_width,roi_v_width,n_u_entries_inside_roi,n_v_entries_inside_roi,n_u_unique_inside_roi,n_v_unique_inside_roi,n_u_adcpos_entries_inside_roi,n_v_adcpos_entries_inside_roi,n_u_unique_adcpos_inside_roi,n_v_unique_adcpos_inside_roi,n_uv_entries_inside_roi,n_uv_unique_inside_roi,n_uv_adcpos_entries_inside_roi,n_uv_unique_adcpos_inside_roi
26568,3001.0,3151.0,2101.0,2313.0,151.0,213.0,41,87,41,87,41,87,41,87,128,128,128,128
26573,889.0,1039.0,590.0,802.0,151.0,213.0,70,42,70,42,70,42,70,42,112,112,112,112
26575,2557.0,2707.0,1782.0,1994.0,151.0,213.0,62,125,62,125,62,125,62,125,187,187,187,187
26579,1644.0,1794.0,1522.0,1734.0,151.0,213.0,38,73,38,73,38,73,38,73,111,111,111,111
26582,2384.0,2534.0,1875.0,2087.0,151.0,213.0,70,81,70,81,70,81,70,81,151,151,151,151
26584,3039.0,3189.0,2667.0,2879.0,151.0,213.0,74,135,74,135,74,135,74,135,209,209,209,209
26586,1576.0,1726.0,1289.0,1502.0,151.0,214.0,63,95,63,95,63,95,63,95,158,158,158,158
26587,2238.0,2388.0,2076.0,2288.0,151.0,213.0,17,105,17,105,17,105,17,105,122,122,122,122
26588,2238.0,2388.0,2076.0,2288.0,151.0,213.0,25,72,25,72,25,72,25,72,97,97,97,97
26592,2110.0,2260.0,1868.0,2080.0,151.0,213.0,57,71,57,71,57,71,57,71,128,128,128,128
26601,1501.0,1651.0,1507.0,1719.0,151.0,213.0,51,123,51,123,51,123,51,123,174,174,174,174
26606,2816.0,2966.0,2364.0,2576.0,151.0,213.0,99,90,99,90,99,90,99,90,189,189,189,189
26608,3154.0,3304.0,2253.0,2465.0,151.0,213.0,46,78,46,78,46,78,46,78,124,124,124,124
26612,2415.0,2565.0,1872.0,2084.0,151.0,213.0,34,72,34,72,34,72,34,72,106,106,106,106
26614,2731.0,2881.0,2251.0,2463.0,151.0,213.0,72,105,72,105,72,105,72,105,177,177,177,177
26615,2474.0,2624.0,2332.0,2544.0,151.0,213.0,40,97,40,97,40,97,40,97,137,137,137,137
26620,2965.0,3115.0,2232.0,2444.0,151.0,213.0,69,109,69,109,69,109,69,109,178,178,178,178
26624,1636.0,1786.0,1686.0,1898.0,151.0,213.0,4,88,4,88,4,88,4,88,92,92,92,92
26634,1264.0,1414.0,1404.0,1616.0,151.0,213.0,46,41,46,41,46,41,46,41,87,87,87,87
26635,3085.0,3235.0,2714.0,2926.0,151.0,213.0,49,64,49,64,49,64,49,64,113,113,113,113
26638,1634.0,1784.0,1219.0,1431.0,151.0,213.0,33,62,33,62,33,62,33,62,95,95,95,95
26639,2484.0,2634.0,2282.0,2494.0,151.0,213.0,56,94,56,94,56,94,56,94,150,150,150,150
26644,1690.0,1840.0,1364.0,1577.0,151.0,214.0,56,93,56,93,56,93,56,93,149,149,149,149
2675,2460.0,2610.0,2223.0,2435.0,151.0,213.0,38,71,38,71,38,71,38,71,109,109,109,109
2677,1238.0,1388.0,1436.0,1648.0,151.0,213.0,67,74,67,74,67,74,67,74,141,141,141,141
2680,878.0,1028.0,1179.0,1391.0,151.0,213.0,50,43,50,43,50,43,50,43,93,93,93,93
2681,3063.0,3213.0,2552.0,2764.0,151.0,213.0,44,96,44,96,44,96,44,96,140,140,140,140
2685,2738.0,2888.0,2427.0,2639.0,151.0,213.0,51,71,51,71,51,71,51,71,122,122,122,122
2686,1470.0,1620.0,1330.0,1542.0,151.0,213.0,58,85,58,85,58,85,58,85,143,143,143,143
2692,2767.0,2917.0,2173.0,2385.0,151.0,213.0,19,85,19,85,19,85,19,85,104,104,104,104
2696,1826.0,1976.0,1552.0,1764.0,151.0,213.0,64,70,64,70,64,70,64,70,134,134,134,134
2700,1531.0,1681.0,1434.0,1646.0,151.0,213.0,56,70,56,70,56,70,56,70,126,126,126,126
2701,461.0,792.0,741.0,1353.0,332.0,613.0,99,202,99,202,99,202,99,202,301,301,301,301
2704,2769.0,2919.0,2123.0,2335.0,151.0,213.0,41,60,41,60,41,60,41,60,101,101,101,101
2705,3015.0,3165.0,2219.0,2431.0,151.0,213.0,38,49,38,49,38,49,38,49,87,87,87,87
2707,671.0,821.0,528.0,740.0,151.0,213.0,44,58,44,58,44,58,44,58,102,102,102,102
2709,1607.0,1757.0,1358.0,1570.0,151.0,213.0,72,106,72,106,72,106,72,106,178,178,178,178
2712,3565.0,3928.0,2903.0,3235.0,364.0,333.0,57,70,57,70,57,70,57,70,127,127,127,127
2713,1298.0,1448.0,1172.0,1385.0,151.0,214.0,54,70,54,70,54,70,54,70,124,124,124,124
2732,1787.0,1937.0,1527.0,1739.0,151.0,213.0,17,41,17,41,17,41,17,41,58,58,58,58
2733,3276.0,3426.0,2818.0,3030.0,151.0,213.0,33,91,33,91,33,91,33,91,124,124,124,124
2734,1965.0,2115.0,1708.0,1920.0,151.0,213.0,24,85,24,85,24,85,24,85,109,109,109,109
2735,2746.0,2896.0,2410.0,2622.0,151.0,213.0,84,120,84,120,84,120,84,120,204,204,204,204
2736,3264.0,3414.0,2340.0,2552.0,151.0,213.0,57,79,57,79,57,79,57,79,136,136,136,136
2737,1858.0,3588.0,1195.0,3455.0,1731.0,2261.0,489,773,489,773,489,773,489,773,1262,1262,1262,1262
2741,1321.0,1471.0,1303.0,1515.0,151.0,213.0,34,50,34,50,34,50,34,50,84,84,84,84
2742,2996.0,3146.0,2547.0,2759.0,151.0,213.0,40,93,40,93,40,93,40,93,133,133,133,133
2744,2266.0,2416.0,2013.0,2225.0,151.0,213.0,51,85,51,85,51,85,51,85,136,136,136,136
2745,598.0,748.0,728.0,940.0,151.0,213.0,49,48,49,48,49,48,49,48,97,97,97,97
2749,1532.0,1682.0,1523.0,1735.0,151.0,213.0,34,84,34,84,34,84,34,84,118,118,118,118
2750,1292.0,1442.0,1374.0,1586.0,151.0,213.0,33,57,33,57,33,57,33,57,90,90,90,90
2751,1362.0,1512.0,1405.0,1617.0,151.0,213.0,55,65,55,65,55,65,55,65,120,120,120,120
2754,2645.0,2795.0,2414.0,2626.0,151.0,213.0,52,94,52,94,52,94,52,94,146,146,146,146
2767,3116.0,3266.0,2523.0,2735.0,151.0,213.0,26,60,26,60,26,60,26,60,86,86,86,86
2769,3227.0,3377.0,2307.0,2519.0,151.0,213.0,47,58,47,58,47,58,47,58,105,105,105,105
2770,2739.0,2889.0,2174.0,2386.0,151.0,213.0,63,119,63,119,63,119,63,119,182,182,182,182
2773,2859.0,3009.0,2370.0,2582.0,151.0,213.0,23,53,23,53,23,53,23,53,76,76,76,76
2776,3276.0,3426.0,2697.0,2909.0,151.0,213.0,34,85,34,85,34,85,34,85,119,119,119,119
2780,565.0,715.0,526.0,738.0,151.0,213.0,33,58,33,58,33,58,33,58,91,91,91,91
2781,2008.0,2158.0,1893.0,2105.0,151.0,213.0,73,71,73,71,73,71,73,71,144,144,144,144
2786,1393.0,1626.0,1148.0,1717.0,234.0,570.0,53,188,53,188,53,188,53,188,241,241,241,241
2788,2494.0,2644.0,2111.0,2323.0,151.0,213.0,34,57,34,57,34,57,34,57,91,91,91,91
2791,2969.0,3119.0,2674.0,2886.0,151.0,213.0,62,78,62,78,62,78,62,78,140,140,140,140
2793,2975.0,3125.0,2567.0,2779.0,151.0,213.0,78,116,78,116,78,116,78,116,194,194,194,194
2794,746.0,896.0,591.0,803.0,151.0,213.0,63,62,63,62,63,62,63,62,125,125,125,125
2796,2174.0,2324.0,1785.0,1998.0,151.0,214.0,67,76,67,76,67,76,67,76,143,143,143,143
2798,1082.0,1232.0,1097.0,1309.0,151.0,213.0,91,104,91,104,91,104,91,104,195,195,195,195
2804,1873.0,2023.0,1647.0,1859.0,151.0,213.0,28,70,28,70,28,70,28,70,98,98,98,98
2808,794.0,944.0,811.0,1023.0,151.0,213.0,29,92,29,92,29,92,29,92,121,121,121,121
2816,3536.0,3686.0,2838.0,3050.0,151.0,213.0,42,60,42,60,42,60,42,60,102,102,102,102
2817,878.0,1028.0,1075.0,1287.0,151.0,213.0,36,75,36,75,36,75,36,75,111,111,111,111
2818,1726.0,1876.0,1368.0,1580.0,151.0,213.0,32,84,32,84,32,84,32,84,116,116,116,116
2820,1026.0,1291.0,1168.0,1728.0,266.0,561.0,150,260,150,260,150,260,150,260,410,410,410,410
2821,2566.0,2716.0,2309.0,2521.0,151.0,213.0,39,56,39,56,39,56,39,56,95,95,95,95
2822,2473.0,2623.0,2216.0,2428.0,151.0,213.0,61,119,61,119,61,119,61,119,180,180,180,180
2823,593.0,919.0,673.0,1300.0,327.0,628.0,108,166,108,166,108,166,108,166,274,274,274,274
2824,2614.0,2764.0,2236.0,2449.0,151.0,214.0,57,74,57,74,57,74,57,74,131,131,131,131
2825,3183.0,3333.0,2391.0,2603.0,151.0,213.0,43,71,43,71,43,71,43,71,114,114,114,114
2831,3192.0,3342.0,2908.0,3120.0,151.0,213.0,22,62,22,62,22,62,22,62,84,84,84,84
2833,880.0,1030.0,841.0,1053.0,151.0,213.0,37,64,37,64,37,64,37,64,101,101,101,101
2835,2371.0,2521.0,2007.0,2219.0,151.0,213.0,48,92,48,92,48,92,48,92,140,140,140,140
2836,2861.0,3011.0,2446.0,2658.0,151.0,213.0,53,102,53,102,53,102,53,102,155,155,155,155
2837,2490.0,2640.0,2083.0,2295.0,151.0,213.0,19,56,19,56,19,56,19,56,75,75,75,75
2844,1062.0,1212.0,1099.0,1311.0,151.0,213.0,86,92,86,92,86,92,86,92,178,178,178,178
2845,3100.0,3250.0,2488.0,2700.0,151.0,213.0,20,36,20,36,20,36,20,36,56,56,56,56
2847,1362.0,1512.0,1405.0,1617.0,151.0,213.0,56,83,56,83,56,83,56,83,139,139,139,139
2848,2383.0,2533.0,2023.0,2236.0,151.0,214.0,36,54,36,54,36,54,36,54,90,90,90,90
2849,1112.0,1376.0,1023.0,1607.0,265.0,585.0,130,215,130,215,130,215,130,215,345,345,345,345
2851,2656.0,2806.0,2334.0,2546.0,151.0,213.0,73,121,73,121,73,121,73,121,194,194,194,194
2860,3598.0,3965.0,2953.0,3279.0,368.0,327.0,88,83,88,83,88,83,88,83,171,171,171,171
2862,3598.0,3965.0,2953.0,3279.0,368.0,327.0,79,61,79,61,79,61,79,61,140,140,140,140
2866,2737.0,2887.0,2283.0,2495.0,151.0,213.0,40,78,40,78,40,78,40,78,118,118,118,118
2869,3413.0,3563.0,2965.0,3177.0,151.0,213.0,63,72,63,72,63,72,63,72,135,135,135,135
2870,1535.0,1685.0,1245.0,1457.0,151.0,213.0,13,90,13,90,13,90,13,90,103,103,103,103
2871,1641.0,1791.0,1520.0,1732.0,151.0,213.0,53,93,53,93,53,93,53,93,146,146,146,146
2872,2803.0,2953.0,2388.0,2600.0,151.0,213.0,50,107,50,107,50,107,50,107,157,157,157,157
2875,1375.0,1525.0,1317.0,1529.0,151.0,213.0,48,74,48,74,48,74,48,74,122,122,122,122
2877,1614.0,1764.0,1409.0,1621.0,151.0,213.0,38,69,38,69,38,69,38,69,107,107,107,107
2878,3237.0,3387.0,2874.0,3086.0,151.0,213.0,55,69,55,69,55,69,55,69,124,124,124,124
2880,2691.0,2841.0,2079.0,2291.0,151.0,213.0,57,71,57,71,57,71,57,71,128,128,128,128
2887,2477.0,2627.0,2157.0,2369.0,151.0,213.0,69,131,69,131,69,131,69,131,200,200,200,200
2892,1040.0,1190.0,1014.0,1226.0,151.0,213.0,93,40,93,40,93,40,93,40,133,133,133,133
2895,665.0,815.0,671.0,883.0,151.0,213.0,12,69,12,69,12,69,12,69,81,81,81,81
2896,2829.0,2979.0,2605.0,2817.0,151.0,213.0,46,73,46,73,46,73,46,73,119,119,119,119
2897,965.0,1259.0,690.0,1322.0,295.0,633.0,151,263,151,263,151,263,151,263,414,414,414,414
2898,2352.0,2502.0,1627.0,1840.0,151.0,214.0,66,133,66,133,66,133,66,133,199,199,199,199
2902,522.0,672.0,469.0,681.0,151.0,213.0,12,36,12,36,12,36,12,36,48,48,48,48
2906,3108.0,3258.0,2860.0,3072.0,151.0,213.0,76,66,76,66,76,66,76,66,142,142,142,142
2911,1655.0,1805.0,1645.0,1857.0,151.0,213.0,45,65,45,65,45,65,45,65,110,110,110,110
2914,957.0,1107.0,878.0,1090.0,151.0,213.0,108,97,108,97,108,97,108,97,205,205,205,205
2915,2809.0,2959.0,2474.0,2686.0,151.0,213.0,68,56,68,56,68,56,68,56,124,124,124,124
2921,1910.0,2060.0,1767.0,1979.0,151.0,213.0,44,102,44,102,44,102,44,102,146,146,146,146
2922,1233.0,1383.0,1256.0,1468.0,151.0,213.0,63,83,63,83,63,83,63,83,146,146,146,146
2926,1822.0,1972.0,1695.0,1907.0,151.0,213.0,19,100,19,100,19,100,19,100,119,119,119,119
2928,2055.0,2205.0,1913.0,2125.0,151.0,213.0,54,49,54,49,54,49,54,49,103,103,103,103
2948,3445.0,3595.0,2690.0,2902.0,151.0,213.0,55,45,55,45,55,45,55,45,100,100,100,100
2951,3286.0,3436.0,2755.0,2967.0,151.0,213.0,42,85,42,85,42,85,42,85,127,127,127,127
2953,2206.0,2356.0,1548.0,1760.0,151.0,213.0,60,47,60,47,60,47,60,47,107,107,107,107
2957,2041.0,2191.0,1839.0,2051.0,151.0,213.0,43,99,43,99,43,99,43,99,142,142,142,142
2963,1923.0,2073.0,1855.0,2067.0,151.0,213.0,70,94,70,94,70,94,70,94,164,164,164,164
2966,1962.0,3692.0,1195.0,3455.0,1731.0,2261.0,479,685,479,685,479,685,479,685,1164,1164,1164,1164
2967,1967.0,2117.0,1428.0,1640.0,151.0,213.0,31,67,31,67,31,67,31,67,98,98,98,98
2972,2228.0,2378.0,1796.0,2008.0,151.0,213.0,41,80,41,80,41,80,41,80,121,121,121,121
2973,1578.0,1728.0,1222.0,1434.0,151.0,213.0,74,105,74,105,74,105,74,105,179,179,179,179
2975,1468.0,1618.0,1570.0,1782.0,151.0,213.0,85,84,85,84,85,84,85,84,169,169,169,169
2976,2213.0,2363.0,1495.0,1707.0,151.0,213.0,51,64,51,64,51,64,51,64,115,115,115,115
2977,2444.0,2594.0,2271.0,2483.0,151.0,213.0,48,72,48,72,48,72,48,72,120,120,120,120
2982,3471.0,3621.0,2907.0,3119.0,151.0,213.0,110,95,110,95,110,95,110,95,205,205,205,205
2983,1823.0,1973.0,1831.0,2043.0,151.0,213.0,26,41,26,41,26,41,26,41,67,67,67,67
2984,1673.0,1823.0,1350.0,1562.0,151.0,213.0,40,51,40,51,40,51,40,51,91,91,91,91
2989,982.0,1132.0,1038.0,1250.0,151.0,213.0,118,59,118,59,118,59,118,59,177,177,177,177
2994,1152.0,1302.0,1226.0,1438.0,151.0,213.0,36,120,36,120,36,120,36,120,156,156,156,156
2995,476.0,626.0,704.0,916.0,151.0,213.0,30,56,30,56,30,56,30,56,86,86,86,86
2996,2868.0,3018.0,2581.0,2793.0,151.0,213.0,80,71,80,71,80,71,80,71,151,151,151,151
2997,2053.0,2203.0,1962.0,2174.0,151.0,213.0,28,79,28,79,28,79,28,79,107,107,107,107
3002,2636.0,2786.0,1735.0,1947.0,151.0,213.0,28,65,28,65,28,65,28,65,93,93,93,93
3007,3452.0,3602.0,2946.0,3158.0,151.0,213.0,25,27,25,27,25,27,25,27,52,52,52,52
3013,2150.0,2311.0,1604.0,2112.0,162.0,509.0,54,211,54,211,54,211,54,211,265,265,265,265
3015,1906.0,2056.0,1923.0,2135.0,151.0,213.0,39,103,39,103,39,103,39,103,142,142,142,142
3016,2079.0,3809.0,1293.0,3455.0,1731.0,2163.0,516,723,516,723,516,723,516,723,1239,1239,1239,1239
3028,2385.0,2535.0,1682.0,1894.0,151.0,213.0,59,115,59,115,59,115,59,115,174,174,174,174
3032,3290.0,3440.0,2492.0,2704.0,151.0,213.0,54,85,54,85,54,85,54,85,139,139,139,139
3034,1597.0,1796.0,1556.0,2068.0,200.0,513.0,59,203,59,203,59,203,59,203,262,262,262,262
3036,2563.0,2713.0,2169.0,2381.0,151.0,213.0,59,58,59,58,59,58,59,58,117,117,117,117
3040,1127.0,1277.0,1227.0,1440.0,151.0,214.0,87,105,87,105,87,105,87,105,192,192,192,192
3046,2598.0,2748.0,1702.0,1914.0,151.0,213.0,68,105,68,105,68,105,68,105,173,173,173,173
3048,719.0,869.0,637.0,849.0,151.0,213.0,50,55,50,55,50,55,50,55,105,105,105,105
3049,2975.0,3125.0,2417.0,2629.0,151.0,213.0,60,64,60,64,60,64,60,64,124,124,124,124
3050,1301.0,1451.0,1064.0,1276.0,151.0,213.0,73,110,73,110,73,110,73,110,183,183,183,183
3051,1965.0,2115.0,1794.0,2006.0,151.0,213.0,64,85,64,85,64,85,64,85,149,149,149,149
3052,1392.0,1628.0,1071.0,1651.0,237.0,581.0,88,172,88,172,88,172,88,172,260,260,260,260
3053,3161.0,3311.0,2560.0,2772.0,151.0,213.0,44,73,44,73,44,73,44,73,117,117,117,117
3054,2186.0,2336.0,1881.0,2093.0,151.0,213.0,27,98,27,98,27,98,27,98,125,125,125,125
3055,2293.0,2443.0,1935.0,2147.0,151.0,213.0,50,83,50,83,50,83,50,83,133,133,133,133
3057,2233.0,2383.0,2087.0,2299.0,151.0,213.0,29,95,29,95,29,95,29,95,124,124,124,124
3060,886.0,1199.0,463.0,1128.0,314.0,666.0,156,117,156,117,156,117,156,117,273,273,273,273
3063,1349.0,1598.0,847.0,1458.0,250.0,612.0,99,210,99,210,99,210,99,210,309,309,309,309
3070,451.0,826.0,72.0,793.0,376.0,722.0,116,100,116,100,116,100,116,100,216,216,216,216
3074,1943.0,2093.0,1773.0,1986.0,151.0,214.0,31,76,31,76,31,76,31,76,107,107,107,107
3076,1154.0,1304.0,1211.0,1423.0,151.0,213.0,60,62,60,62,60,62,60,62,122,122,122,122
3077,1304.0,1537.0,1366.0,1901.0,234.0,536.0,56,188,56,188,56,188,56,188,244,244,244,244
3079,1896.0,2046.0,1811.0,2023.0,151.0,213.0,85,66,85,66,85,66,85,66,151,151,151,151
3080,2959.0,3109.0,2106.0,2318.0,151.0,213.0,46,94,46,94,46,94,46,94,140,140,140,140
3081,827.0,1117.0,994.0,1575.0,291.0,582.0,109,241,109,241,109,241,109,241,350,350,350,350
3083,962.0,1235.0,1112.0,1678.0,274.0,567.0,77,150,77,150,77,150,77,150,227,227,227,227
3087,2553.0,2703.0,2148.0,2360.0,151.0,213.0,48,68,48,68,48,68,48,68,116,116,116,116
3088,2537.0,2687.0,1859.0,2072.0,151.0,214.0,22,97,22,97,22,97,22,97,119,119,119,119
3089,2100.0,2250.0,1694.0,1906.0,151.0,213.0,40,96,40,96,40,96,40,96,136,136,136,136
3094,2462.0,2612.0,1964.0,2176.0,151.0,213.0,33,88,33,88,33,88,33,88,121,121,121,121
3095,1614.0,1835.0,829.0,1442.0,222.0,614.0,64,178,64,178,64,178,64,178,242,242,242,242
3096,1225.0,1473.0,1176.0,1739.0,249.0,564.0,146,243,146,243,146,243,146,243,389,389,389,389
3100,1337.0,1487.0,1019.0,1232.0,151.0,214.0,25,64,25,64,25,64,25,64,89,89,89,89
3102,2867.0,3017.0,2060.0,2272.0,151.0,213.0,56,76,56,76,56,76,56,76,132,132,132,132
3103,2754.0,2904.0,2383.0,2595.0,151.0,213.0,67,108,67,108,67,108,67,108,175,175,175,175
3105,3104.0,3254.0,2435.0,2647.0,151.0,213.0,70,126,70,126,70,126,70,126,196,196,196,196
3112,2163.0,2313.0,2146.0,2359.0,151.0,214.0,30,57,30,57,30,57,30,57,87,87,87,87
3115,3608.0,3758.0,2639.0,2851.0,151.0,213.0,32,96,32,96,32,96,32,96,128,128,128,128
3117,580.0,730.0,798.0,1010.0,151.0,213.0,39,94,39,94,39,94,39,94,133,133,133,133
26645,1963.0,2113.0,1618.0,1830.0,151.0,213.0,64,51,64,51,64,51,64,51,115,115,115,115
26658,2324.0,2474.0,1961.0,2174.0,151.0,214.0,41,107,41,107,41,107,41,107,148,148,148,148
26661,567.0,896.0,658.0,1286.0,330.0,629.0,114,204,114,204,114,204,114,204,318,318,318,318
26662,1907.0,2057.0,1539.0,1751.0,151.0,213.0,53,79,53,79,53,79,53,79,132,132,132,132
26667,892.0,1042.0,1039.0,1251.0,151.0,213.0,35,106,35,106,35,106,35,106,141,141,141,141
26670,2805.0,2955.0,2335.0,2547.0,151.0,213.0,47,76,47,76,47,76,47,76,123,123,123,123
26671,1100.0,1361.0,1133.0,1699.0,262.0,567.0,110,220,110,220,110,220,110,220,330,330,330,330
26672,3042.0,3192.0,2358.0,2570.0,151.0,213.0,46,88,46,88,46,88,46,88,134,134,134,134
26677,2635.0,2785.0,2418.0,2630.0,151.0,213.0,62,61,62,61,62,61,62,61,123,123,123,123
26678,3230.0,3380.0,2716.0,2928.0,151.0,213.0,53,71,53,71,53,71,53,71,124,124,124,124
26679,664.0,971.0,898.0,1490.0,308.0,593.0,76,256,76,256,76,256,76,256,332,332,332,332
26682,2361.0,2511.0,1902.0,2114.0,151.0,213.0,61,108,61,108,61,108,61,108,169,169,169,169
26686,1907.0,2057.0,1386.0,1598.0,151.0,213.0,42,71,42,71,42,71,42,71,113,113,113,113
26687,1326.0,1476.0,1472.0,1684.0,151.0,213.0,58,97,58,97,58,97,58,97,155,155,155,155
26693,2096.0,2246.0,1744.0,1956.0,151.0,213.0,40,61,40,61,40,61,40,61,101,101,101,101
26695,358.0,703.0,638.0,1263.0,346.0,626.0,77,227,77,227,77,227,77,227,304,304,304,304
26697,774.0,924.0,597.0,810.0,151.0,214.0,7,63,7,63,7,63,7,63,70,70,70,70
26701,1424.0,1574.0,1394.0,1606.0,151.0,213.0,50,94,50,94,50,94,50,94,144,144,144,144
26704,796.0,1115.0,503.0,1162.0,320.0,660.0,151,180,151,180,151,180,151,180,331,331,331,331
26705,864.0,1014.0,1047.0,1259.0,151.0,213.0,42,100,42,100,42,100,42,100,142,142,142,142
26707,3153.0,3303.0,2750.0,2963.0,151.0,214.0,46,62,46,62,46,62,46,62,108,108,108,108
26709,2423.0,2573.0,1722.0,1934.0,151.0,213.0,68,60,68,60,68,60,68,60,128,128,128,128
26712,942.0,1215.0,1130.0,1693.0,274.0,564.0,180,216,180,216,180,216,180,216,396,396,396,396
26714,2366.0,2516.0,2090.0,2302.0,151.0,213.0,24,71,24,71,24,71,24,71,95,95,95,95
26715,3317.0,3467.0,2492.0,2704.0,151.0,213.0,55,90,55,90,55,90,55,90,145,145,145,145
26716,2673.0,2823.0,2138.0,2350.0,151.0,213.0,46,82,46,82,46,82,46,82,128,128,128,128
26718,798.0,948.0,1038.0,1250.0,151.0,213.0,27,102,27,102,27,102,27,102,129,129,129,129
26724,1269.0,1419.0,1205.0,1417.0,151.0,213.0,53,68,53,68,53,68,53,68,121,121,121,121
26727,2637.0,2787.0,1926.0,2138.0,151.0,213.0,72,85,72,85,72,85,72,85,157,157,157,157
26732,1174.0,1324.0,1123.0,1335.0,151.0,213.0,45,97,45,97,45,97,45,97,142,142,142,142
26735,326.0,700.0,249.0,939.0,375.0,691.0,53,87,53,87,53,87,53,87,140,140,140,140
26739,2662.0,2812.0,1918.0,2130.0,151.0,213.0,33,105,33,105,33,105,33,105,138,138,138,138
26750,884.0,1034.0,626.0,838.0,151.0,213.0,69,45,69,45,69,45,69,45,114,114,114,114
26751,1866.0,2016.0,1733.0,1945.0,151.0,213.0,45,52,45,52,45,52,45,52,97,97,97,97
26761,3235.0,3385.0,2416.0,2628.0,151.0,213.0,45,80,45,80,45,80,45,80,125,125,125,125
26762,2545.0,2764.0,2337.0,2751.0,220.0,415.0,18,82,18,82,18,82,18,82,100,100,100,100
26763,1941.0,2091.0,1759.0,1971.0,151.0,213.0,15,92,15,92,15,92,15,92,107,107,107,107
26765,3227.0,3377.0,2359.0,2571.0,151.0,213.0,37,34,37,34,37,34,37,34,71,71,71,71
26766,931.0,1228.0,679.0,1312.0,298.0,634.0,129,250,129,250,129,250,129,250,379,379,379,379
26774,2481.0,2631.0,1991.0,2203.0,151.0,213.0,46,82,46,82,46,82,46,82,128,128,128,128
26775,1960.0,2110.0,1538.0,1750.0,151.0,213.0,86,100,86,100,86,100,86,100,186,186,186,186
26777,1154.0,1304.0,955.0,1167.0,151.0,213.0,59,85,59,85,59,85,59,85,144,144,144,144
26781,690.0,1005.0,729.0,1350.0,316.0,622.0,61,181,61,181,61,181,61,181,242,242,242,242
26783,2969.0,3119.0,2633.0,2845.0,151.0,213.0,66,87,66,87,66,87,66,87,153,153,153,153
26785,1079.0,1229.0,1043.0,1256.0,151.0,214.0,86,47,86,47,86,47,86,47,133,133,133,133
26791,962.0,1112.0,713.0,925.0,151.0,213.0,66,50,66,50,66,50,66,50,116,116,116,116
26792,3165.0,3315.0,2503.0,2716.0,151.0,214.0,25,138,25,138,25,138,25,138,163,163,163,163
26793,1070.0,1220.0,1285.0,1497.0,151.0,213.0,119,92,119,92,119,92,119,92,211,211,211,211
26795,1160.0,1310.0,877.0,1089.0,151.0,213.0,48,65,48,65,48,65,48,65,113,113,113,113
26798,1801.0,1951.0,1575.0,1787.0,151.0,213.0,26,71,26,71,26,71,26,71,97,97,97,97
26799,3250.0,3400.0,2545.0,2757.0,151.0,213.0,16,65,16,65,16,65,16,65,81,81,81,81
26802,3410.0,3560.0,2538.0,2750.0,151.0,213.0,34,80,34,80,34,80,34,80,114,114,114,114
26804,2525.0,2675.0,1769.0,1982.0,151.0,214.0,75,112,75,112,75,112,75,112,187,187,187,187
26805,1172.0,1322.0,1012.0,1224.0,151.0,213.0,20,75,20,75,20,75,20,75,95,95,95,95
26806,1243.0,1393.0,1430.0,1642.0,151.0,213.0,65,103,65,103,65,103,65,103,168,168,168,168
26807,2433.0,2583.0,1988.0,2200.0,151.0,213.0,67,71,67,71,67,71,67,71,138,138,138,138
26814,1518.0,1668.0,1527.0,1739.0,151.0,213.0,25,104,25,104,25,104,25,104,129,129,129,129
26816,1013.0,1163.0,776.0,988.0,151.0,213.0,85,68,85,68,85,68,85,68,153,153,153,153
26817,1471.0,1621.0,1091.0,1303.0,151.0,213.0,42,66,42,66,42,66,42,66,108,108,108,108
26818,1806.0,1956.0,1297.0,1509.0,151.0,213.0,80,66,80,66,80,66,80,66,146,146,146,146
26820,2832.0,2982.0,2463.0,2675.0,151.0,213.0,79,79,79,79,79,79,79,79,158,158,158,158
26829,2283.0,2433.0,1897.0,2109.0,151.0,213.0,52,53,52,53,52,53,52,53,105,105,105,105
26830,1281.0,1431.0,1510.0,1722.0,151.0,213.0,32,92,32,92,32,92,32,92,124,124,124,124
26831,2836.0,2986.0,2487.0,2699.0,151.0,213.0,91,87,91,87,91,87,91,87,178,178,178,178
26836,2214.0,2364.0,1807.0,2019.0,151.0,213.0,35,79,35,79,35,79,35,79,114,114,114,114
26839,1186.0,1336.0,896.0,1108.0,151.0,213.0,60,62,60,62,60,62,60,62,122,122,122,122
26841,861.0,1011.0,815.0,1027.0,151.0,213.0,66,57,66,57,66,57,66,57,123,123,123,123
26848,1620.0,1770.0,1680.0,1892.0,151.0,213.0,36,75,36,75,36,75,36,75,111,111,111,111
26855,473.0,831.0,305.0,989.0,359.0,685.0,72,123,72,123,72,123,72,123,195,195,195,195
26858,859.0,1009.0,1020.0,1232.0,151.0,213.0,46,98,46,98,46,98,46,98,144,144,144,144
26859,3300.0,3450.0,2725.0,2937.0,151.0,213.0,45,48,45,48,45,48,45,48,93,93,93,93
26865,2713.0,2863.0,2186.0,2398.0,151.0,213.0,61,105,61,105,61,105,61,105,166,166,166,166
26870,1660.0,1810.0,1323.0,1535.0,151.0,213.0,36,94,36,94,36,94,36,94,130,130,130,130
