event_id,roi_ustrip_min,roi_ustrip_max,roi_vstrip_min,roi_vstrip_max,roi_u_width,roi_v_width,n_u_entries_inside_roi,n_v_entries_inside_roi,n_u_unique_inside_roi,n_v_unique_inside_roi,n_u_adcpos_entries_inside_roi,n_v_adcpos_entries_inside_roi,n_u_unique_adcpos_inside_roi,n_v_unique_adcpos_inside_roi,n_uv_entries_inside_roi,n_uv_unique_inside_roi,n_uv_adcpos_entries_inside_roi,n_uv_unique_adcpos_inside_roi
20592,2218.0,2368.0,1619.0,1831.0,151.0,213.0,33,86,33,86,33,86,33,86,119,119,119,119
20601,1397.0,1635.0,996.0,1587.0,239.0,592.0,100,270,100,270,100,270,100,270,370,370,370,370
20605,2070.0,2220.0,1703.0,1915.0,151.0,213.0,33,73,33,73,33,73,33,73,106,106,106,106
20613,3457.0,3607.0,2730.0,2943.0,151.0,214.0,39,59,39,59,39,59,39,59,98,98,98,98
20615,2664.0,2814.0,1923.0,2135.0,151.0,213.0,46,117,46,117,46,117,46,117,163,163,163,163
20616,1175.0,1325.0,1125.0,1337.0,151.0,213.0,31,87,31,87,31,87,31,87,118,118,118,118
20625,1298.0,1448.0,1376.0,1588.0,151.0,213.0,50,118,50,118,50,118,50,118,168,168,168,168
20627,444.0,777.0,738.0,1350.0,334.0,613.0,88,204,88,204,88,204,88,204,292,292,292,292
20631,2415.0,2565.0,1902.0,2114.0,151.0,213.0,92,116,92,116,92,116,92,116,208,208,208,208
20635,2059.0,2209.0,1810.0,2022.0,151.0,213.0,27,75,27,75,27,75,27,75,102,102,102,102
20637,873.0,1023.0,798.0,1010.0,151.0,213.0,78,36,78,36,78,36,78,36,114,114,114,114
20641,1047.0,1197.0,1141.0,1353.0,151.0,213.0,108,62,108,62,108,62,108,62,170,170,170,170
20649,2474.0,2624.0,1960.0,2172.0,151.0,213.0,33,62,33,62,33,62,33,62,95,95,95,95
20651,1929.0,2079.0,1585.0,1797.0,151.0,213.0,30,61,30,61,30,61,30,61,91,91,91,91
20652,521.0,868.0,425.0,1091.0,348.0,667.0,95,166,95,166,95,166,95,166,261,261,261,261
20654,1994.0,2144.0,1892.0,2104.0,151.0,213.0,42,97,42,97,42,97,42,97,139,139,139,139
20656,967.0,1117.0,1019.0,1231.0,151.0,213.0,103,121,103,121,103,121,103,121,224,224,224,224
20658,1476.0,1626.0,1558.0,1770.0,151.0,213.0,20,74,20,74,20,74,20,74,94,94,94,94
20660,2600.0,2750.0,2376.0,2588.0,151.0,213.0,22,110,22,110,22,110,22,110,132,132,132,132
20661,2789.0,2939.0,1948.0,2160.0,151.0,213.0,68,79,68,79,68,79,68,79,147,147,147,147
20663,1319.0,1469.0,1424.0,1636.0,151.0,213.0,68,113,68,113,68,113,68,113,181,181,181,181
20665,3161.0,3311.0,2655.0,2867.0,151.0,213.0,24,75,24,75,24,75,24,75,99,99,99,99
20666,2578.0,2728.0,2227.0,2439.0,151.0,213.0,40,77,40,77,40,77,40,77,117,117,117,117
20672,1898.0,2048.0,1715.0,1927.0,151.0,213.0,50,50,50,50,50,50,50,50,100,100,100,100
20673,1153.0,1303.0,799.0,1011.0,151.0,213.0,61,69,61,69,61,69,61,69,130,130,130,130
20675,442.0,775.0,731.0,1344.0,334.0,614.0,42,221,42,221,42,221,42,221,263,263,263,263
20678,2916.0,3066.0,2631.0,2843.0,151.0,213.0,41,62,41,62,41,62,41,62,103,103,103,103
20679,1106.0,1256.0,800.0,1012.0,151.0,213.0,62,67,62,67,62,67,62,67,129,129,129,129
20683,3147.0,3297.0,2745.0,2958.0,151.0,214.0,54,43,54,43,54,43,54,43,97,97,97,97
20691,3480.0,3630.0,2847.0,3060.0,151.0,214.0,39,96,39,96,39,96,39,96,135,135,135,135
20692,1266.0,1416.0,1395.0,1607.0,151.0,213.0,39,109,39,109,39,109,39,109,148,148,148,148
20695,1595.0,1745.0,1212.0,1424.0,151.0,213.0,61,74,61,74,61,74,61,74,135,135,135,135
20697,995.0,1145.0,878.0,1090.0,151.0,213.0,128,57,128,57,128,57,128,57,185,185,185,185
20698,1345.0,1495.0,937.0,1149.0,151.0,213.0,36,89,36,89,36,89,36,89,125,125,125,125
20703,2323.0,2473.0,1791.0,2004.0,151.0,214.0,37,58,37,58,37,58,37,58,95,95,95,95
20704,2653.0,2803.0,2236.0,2448.0,151.0,213.0,19,77,19,77,19,77,19,77,96,96,96,96
20707,3046.0,3196.0,2595.0,2807.0,151.0,213.0,30,67,30,67,30,67,30,67,97,97,97,97
20711,830.0,980.0,1193.0,1406.0,151.0,214.0,67,128,67,128,67,128,67,128,195,195,195,195
20713,3263.0,3413.0,2654.0,2866.0,151.0,213.0,35,62,35,62,35,62,35,62,97,97,97,97
20717,1295.0,1540.0,1105.0,1679.0,246.0,575.0,84,225,84,225,84,225,84,225,309,309,309,309
20721,1087.0,1237.0,1130.0,1342.0,151.0,213.0,91,68,91,68,91,68,91,68,159,159,159,159
20724,3279.0,3429.0,2658.0,2870.0,151.0,213.0,26,98,26,98,26,98,26,98,124,124,124,124
20725,2155.0,2305.0,1898.0,2111.0,151.0,214.0,55,52,55,52,55,52,55,52,107,107,107,107
20734,1963.0,2113.0,1848.0,2060.0,151.0,213.0,58,119,58,119,58,119,58,119,177,177,177,177
20738,1088.0,1238.0,888.0,1100.0,151.0,213.0,104,85,104,85,104,85,104,85,189,189,189,189
20739,990.0,1279.0,725.0,1352.0,290.0,628.0,171,209,171,209,171,209,171,209,380,380,380,380
20744,3114.0,3264.0,2476.0,2688.0,151.0,213.0,35,74,35,74,35,74,35,74,109,109,109,109
20745,1392.0,1542.0,1239.0,1451.0,151.0,213.0,26,84,26,84,26,84,26,84,110,110,110,110
20746,1175.0,1444.0,803.0,1420.0,270.0,618.0,55,203,55,203,55,203,55,203,258,258,258,258
20747,993.0,1143.0,942.0,1154.0,151.0,213.0,118,90,118,90,118,90,118,90,208,208,208,208
20754,1925.0,2075.0,1403.0,1616.0,151.0,214.0,31,82,31,82,31,82,31,82,113,113,113,113
20755,2782.0,2932.0,2528.0,2740.0,151.0,213.0,52,42,52,42,52,42,52,42,94,94,94,94
20759,1042.0,1192.0,1278.0,1490.0,151.0,213.0,104,77,104,77,104,77,104,77,181,181,181,181
20763,2684.0,2834.0,2310.0,2522.0,151.0,213.0,32,137,32,137,32,137,32,137,169,169,169,169
20764,437.0,812.0,85.0,804.0,376.0,720.0,98,71,98,71,98,71,98,71,169,169,169,169
20765,1713.0,1863.0,1666.0,1878.0,151.0,213.0,32,40,32,40,32,40,32,40,72,72,72,72
20769,462.0,808.0,508.0,1159.0,347.0,652.0,84,182,84,182,84,182,84,182,266,266,266,266
20773,2397.0,2547.0,1825.0,2037.0,151.0,213.0,29,84,29,84,29,84,29,84,113,113,113,113
20777,1573.0,1723.0,1298.0,1510.0,151.0,213.0,30,97,30,97,30,97,30,97,127,127,127,127
20778,2186.0,2336.0,1698.0,1911.0,151.0,214.0,29,65,29,65,29,65,29,65,94,94,94,94
20780,1896.0,2046.0,1654.0,1866.0,151.0,213.0,55,86,55,86,55,86,55,86,141,141,141,141
20781,598.0,748.0,593.0,805.0,151.0,213.0,42,49,42,49,42,49,42,49,91,91,91,91
20782,1335.0,1485.0,981.0,1194.0,151.0,214.0,77,55,77,55,77,55,77,55,132,132,132,132
20783,2565.0,2715.0,2323.0,2535.0,151.0,213.0,37,94,37,94,37,94,37,94,131,131,131,131
20786,2034.0,2184.0,1978.0,2190.0,151.0,213.0,55,103,55,103,55,103,55,103,158,158,158,158
20788,1020.0,1170.0,1194.0,1406.0,151.0,213.0,117,78,117,78,117,78,117,78,195,195,195,195
20789,562.0,712.0,809.0,1021.0,151.0,213.0,67,117,67,117,67,117,67,117,184,184,184,184
20793,2732.0,2882.0,2341.0,2553.0,151.0,213.0,37,79,37,79,37,79,37,79,116,116,116,116
20795,2453.0,2603.0,2082.0,2294.0,151.0,213.0,45,81,45,81,45,81,45,81,126,126,126,126
20797,1949.0,2099.0,1736.0,1948.0,151.0,213.0,31,109,31,109,31,109,31,109,140,140,140,140
20808,757.0,907.0,991.0,1204.0,151.0,214.0,41,74,41,74,41,74,41,74,115,115,115,115
20817,2559.0,2709.0,2373.0,2585.0,151.0,213.0,60,68,60,68,60,68,60,68,128,128,128,128
20819,1331.0,1481.0,1230.0,1442.0,151.0,213.0,45,61,45,61,45,61,45,61,106,106,106,106
20820,1763.0,1913.0,1684.0,1896.0,151.0,213.0,19,67,19,67,19,67,19,67,86,86,86,86
20824,1924.0,2074.0,1429.0,1642.0,151.0,214.0,55,81,55,81,55,81,55,81,136,136,136,136
20828,3404.0,3554.0,2873.0,3085.0,151.0,213.0,80,37,80,37,80,37,80,37,117,117,117,117
20829,2103.0,2253.0,2016.0,2228.0,151.0,213.0,56,107,56,107,56,107,56,107,163,163,163,163
20830,2312.0,2492.0,1330.0,1867.0,181.0,538.0,53,281,53,281,53,281,53,281,334,334,334,334
20831,337.0,717.0,145.0,852.0,381.0,708.0,69,114,69,114,69,114,69,114,183,183,183,183
20832,2835.0,2985.0,2376.0,2588.0,151.0,213.0,69,62,69,62,69,62,69,62,131,131,131,131
20833,1518.0,1668.0,1241.0,1453.0,151.0,213.0,66,108,66,108,66,108,66,108,174,174,174,174
20844,2105.0,2255.0,1994.0,2206.0,151.0,213.0,71,100,71,100,71,100,71,100,171,171,171,171
20845,1040.0,1190.0,776.0,988.0,151.0,213.0,123,50,123,50,123,50,123,50,173,173,173,173
20855,1607.0,1757.0,1067.0,1279.0,151.0,213.0,36,102,36,102,36,102,36,102,138,138,138,138
20856,3521.0,3671.0,2741.0,2953.0,151.0,213.0,20,64,20,64,20,64,20,64,84,84,84,84
20859,694.0,844.0,920.0,1132.0,151.0,213.0,41,87,41,87,41,87,41,87,128,128,128,128
20860,1087.0,1237.0,1064.0,1276.0,151.0,213.0,106,123,106,123,106,123,106,123,229,229,229,229
20862,2611.0,2761.0,2293.0,2505.0,151.0,213.0,67,90,67,90,67,90,67,90,157,157,157,157
20864,3084.0,3234.0,2420.0,2632.0,151.0,213.0,61,68,61,68,61,68,61,68,129,129,129,129
20866,1201.0,1351.0,997.0,1209.0,151.0,213.0,53,121,53,121,53,121,53,121,174,174,174,174
20867,973.0,1246.0,1097.0,1666.0,274.0,570.0,156,216,156,216,156,216,156,216,372,372,372,372
20869,2414.0,2564.0,2195.0,2407.0,151.0,213.0,37,89,37,89,37,89,37,89,126,126,126,126
20880,3074.0,3224.0,2563.0,2775.0,151.0,213.0,48,77,48,77,48,77,48,77,125,125,125,125
20883,1542.0,1692.0,1146.0,1358.0,151.0,213.0,19,59,19,59,19,59,19,59,78,78,78,78
20888,2779.0,2929.0,2124.0,2336.0,151.0,213.0,26,116,26,116,26,116,26,116,142,142,142,142
20892,2617.0,2767.0,2464.0,2676.0,151.0,213.0,33,96,33,96,33,96,33,96,129,129,129,129
20896,2539.0,2689.0,2408.0,2620.0,151.0,213.0,44,96,44,96,44,96,44,96,140,140,140,140
20897,2983.0,3133.0,2580.0,2792.0,151.0,213.0,80,103,80,103,80,103,80,103,183,183,183,183
20900,1338.0,1488.0,1456.0,1668.0,151.0,213.0,36,92,36,92,36,92,36,92,128,128,128,128
20903,2649.0,2799.0,2384.0,2596.0,151.0,213.0,52,49,52,49,52,49,52,49,101,101,101,101
20904,3374.0,3524.0,2748.0,2960.0,151.0,213.0,52,122,52,122,52,122,52,122,174,174,174,174
20905,2448.0,2598.0,2025.0,2237.0,151.0,213.0,48,85,48,85,48,85,48,85,133,133,133,133
20906,817.0,1110.0,939.0,1529.0,294.0,591.0,137,228,137,228,137,228,137,228,365,365,365,365
20908,2800.0,2950.0,2427.0,2639.0,151.0,213.0,30,117,30,117,30,117,30,117,147,147,147,147
20910,1090.0,1240.0,723.0,935.0,151.0,213.0,58,54,58,54,58,54,58,54,112,112,112,112
20911,1897.0,2047.0,1910.0,2123.0,151.0,214.0,54,102,54,102,54,102,54,102,156,156,156,156
20913,2881.0,3031.0,2118.0,2330.0,151.0,213.0,46,95,46,95,46,95,46,95,141,141,141,141
20917,3366.0,3516.0,2844.0,3056.0,151.0,213.0,61,85,61,85,61,85,61,85,146,146,146,146
20921,2451.0,2601.0,2284.0,2496.0,151.0,213.0,68,122,68,122,68,122,68,122,190,190,190,190
20924,2667.0,2817.0,1989.0,2201.0,151.0,213.0,38,140,38,140,38,140,38,140,178,178,178,178
20939,1285.0,1435.0,1397.0,1609.0,151.0,213.0,41,72,41,72,41,72,41,72,113,113,113,113
20943,2827.0,2977.0,2260.0,2472.0,151.0,213.0,50,95,50,95,50,95,50,95,145,145,145,145
20945,1019.0,1169.0,1190.0,1402.0,151.0,213.0,86,86,86,86,86,86,86,86,172,172,172,172
20948,1239.0,1389.0,1102.0,1314.0,151.0,213.0,73,80,73,80,73,80,73,80,153,153,153,153
20949,2947.0,3097.0,2445.0,2657.0,151.0,213.0,60,65,60,65,60,65,60,65,125,125,125,125
20954,1832.0,1982.0,1809.0,2021.0,151.0,213.0,39,125,39,125,39,125,39,125,164,164,164,164
20955,3526.0,3676.0,2811.0,3023.0,151.0,213.0,46,46,46,46,46,46,46,46,92,92,92,92
20956,2999.0,3276.0,2749.0,3112.0,278.0,364.0,100,102,100,102,100,102,100,102,202,202,202,202
20958,3032.0,3182.0,2627.0,2839.0,151.0,213.0,81,42,81,42,81,42,81,42,123,123,123,123
20959,1089.0,1239.0,1151.0,1363.0,151.0,213.0,78,83,78,83,78,83,78,83,161,161,161,161
20961,1459.0,1609.0,1461.0,1673.0,151.0,213.0,68,109,68,109,68,109,68,109,177,177,177,177
20963,1076.0,1226.0,1284.0,1496.0,151.0,213.0,87,48,87,48,87,48,87,48,135,135,135,135
20968,1300.0,1450.0,1508.0,1720.0,151.0,213.0,22,98,22,98,22,98,22,98,120,120,120,120
20969,2054.0,2204.0,1767.0,1979.0,151.0,213.0,29,62,29,62,29,62,29,62,91,91,91,91
20972,2914.0,3064.0,2540.0,2752.0,151.0,213.0,38,91,38,91,38,91,38,91,129,129,129,129
20975,2538.0,2688.0,2166.0,2378.0,151.0,213.0,45,81,45,81,45,81,45,81,126,126,126,126
20976,2356.0,2506.0,2160.0,2372.0,151.0,213.0,92,106,92,106,92,106,92,106,198,198,198,198
20983,3294.0,3444.0,2787.0,2999.0,151.0,213.0,30,28,30,28,30,28,30,28,58,58,58,58
20985,3110.0,3260.0,2676.0,2888.0,151.0,213.0,61,99,61,99,61,99,61,99,160,160,160,160
20988,3146.0,3296.0,2683.0,2895.0,151.0,213.0,37,74,37,74,37,74,37,74,111,111,111,111
20989,811.0,961.0,1161.0,1373.0,151.0,213.0,60,49,60,49,60,49,60,49,109,109,109,109
20992,394.0,745.0,504.0,1153.0,352.0,650.0,38,194,38,194,38,194,38,194,232,232,232,232
20994,2514.0,2664.0,2104.0,2317.0,151.0,214.0,51,73,51,73,51,73,51,73,124,124,124,124
21000,3327.0,3477.0,2766.0,2978.0,151.0,213.0,37,75,37,75,37,75,37,75,112,112,112,112
21005,1168.0,1417.0,1280.0,1825.0,250.0,546.0,110,238,110,238,110,238,110,238,348,348,348,348
21017,1388.0,1538.0,1502.0,1714.0,151.0,213.0,62,92,62,92,62,92,62,92,154,154,154,154
21018,1272.0,1525.0,952.0,1548.0,254.0,597.0,45,217,45,217,45,217,45,217,262,262,262,262
21019,1421.0,1571.0,1383.0,1595.0,151.0,213.0,41,57,41,57,41,57,41,57,98,98,98,98
21020,1622.0,1772.0,1396.0,1608.0,151.0,213.0,40,77,40,77,40,77,40,77,117,117,117,117
21021,2105.0,2255.0,1800.0,2013.0,151.0,214.0,70,53,70,53,70,53,70,53,123,123,123,123
21024,1912.0,2062.0,1636.0,1848.0,151.0,213.0,54,50,54,50,54,50,54,50,104,104,104,104
21026,1492.0,1703.0,1517.0,2033.0,212.0,517.0,61,224,61,224,61,224,61,224,285,285,285,285
21028,3226.0,3376.0,2321.0,2533.0,151.0,213.0,27,92,27,92,27,92,27,92,119,119,119,119
21032,1721.0,1871.0,1626.0,1838.0,151.0,213.0,78,74,78,74,78,74,78,74,152,152,152,152
21033,2764.0,2914.0,2440.0,2652.0,151.0,213.0,89,122,89,122,89,122,89,122,211,211,211,211
21040,2090.0,2240.0,1966.0,2178.0,151.0,213.0,51,66,51,66,51,66,51,66,117,117,117,117
21041,1060.0,1210.0,1080.0,1292.0,151.0,213.0,107,77,107,77,107,77,107,77,184,184,184,184
21042,1983.0,2133.0,1582.0,1794.0,151.0,213.0,55,130,55,130,55,130,55,130,185,185,185,185
21043,549.0,880.0,643.0,1274.0,332.0,632.0,91,225,91,225,91,225,91,225,316,316,316,316
21045,1293.0,1546.0,883.0,1489.0,254.0,607.0,80,234,80,234,80,234,80,234,314,314,314,314
21047,3028.0,3178.0,2390.0,2602.0,151.0,213.0,42,51,42,51,42,51,42,51,93,93,93,93
21048,1591.0,1741.0,1320.0,1532.0,151.0,213.0,46,58,46,58,46,58,46,58,104,104,104,104
21052,320.0,691.0,297.0,978.0,372.0,682.0,84,174,84,174,84,174,84,174,258,258,258,258
21057,1673.0,1823.0,1385.0,1597.0,151.0,213.0,76,58,76,58,76,58,76,58,134,134,134,134
21059,1560.0,1710.0,1613.0,1825.0,151.0,213.0,45,79,45,79,45,79,45,79,124,124,124,124
21062,761.0,1057.0,967.0,1551.0,297.0,585.0,117,286,117,286,117,286,117,286,403,403,403,403
21064,2418.0,2568.0,1863.0,2076.0,151.0,214.0,60,88,60,88,60,88,60,88,148,148,148,148
21065,1609.0,1759.0,1513.0,1725.0,151.0,213.0,66,101,66,101,66,101,66,101,167,167,167,167
21067,2631.0,2781.0,1982.0,2194.0,151.0,213.0,55,98,55,98,55,98,55,98,153,153,153,153
21073,2048.0,2198.0,1541.0,1753.0,151.0,213.0,26,60,26,60,26,60,26,60,86,86,86,86
21075,1931.0,2081.0,1668.0,1880.0,151.0,213.0,24,114,24,114,24,114,24,114,138,138,138,138
21076,1110.0,1388.0,737.0,1363.0,279.0,627.0,83,162,83,162,83,162,83,162,245,245,245,245
21077,2365.0,2515.0,2115.0,2327.0,151.0,213.0,30,106,30,106,30,106,30,106,136,136,136,136
21079,1461.0,1611.0,1419.0,1631.0,151.0,213.0,64,89,64,89,64,89,64,89,153,153,153,153
21080,3019.0,3967.0,2113.0,3455.0,949.0,1343.0,271,391,271,391,271,391,271,391,662,662,662,662
21084,1424.0,1574.0,1474.0,1686.0,151.0,213.0,43,62,43,62,43,62,43,62,105,105,105,105
21095,386.0,740.0,484.0,1136.0,355.0,653.0,80,203,80,203,80,203,80,203,283,283,283,283
21096,3326.0,3476.0,2545.0,2757.0,151.0,213.0,28,57,28,57,28,57,28,57,85,85,85,85
21098,2838.0,2988.0,2325.0,2537.0,151.0,213.0,35,89,35,89,35,89,35,89,124,124,124,124
21100,2820.0,2970.0,2238.0,2450.0,151.0,213.0,50,126,50,126,50,126,50,126,176,176,176,176
21103,793.0,1087.0,951.0,1538.0,295.0,588.0,121,223,121,223,121,223,121,223,344,344,344,344
21116,725.0,875.0,889.0,1101.0,151.0,213.0,51,90,51,90,51,90,51,90,141,141,141,141
21117,3497.0,3647.0,2888.0,3100.0,151.0,213.0,39,43,39,43,39,43,39,43,82,82,82,82
21120,2946.0,3096.0,2478.0,2690.0,151.0,213.0,15,54,15,54,15,54,15,54,69,69,69,69
21121,2700.0,2850.0,2330.0,2543.0,151.0,214.0,25,122,25,122,25,122,25,122,147,147,147,147
21129,1302.0,1539.0,1274.0,1823.0,238.0,550.0,69,213,69,213,69,213,69,213,282,282,282,282
21130,1884.0,2034.0,1525.0,1737.0,151.0,213.0,35,100,35,100,35,100,35,100,135,135,135,135
21134,1848.0,2021.0,1633.0,2138.0,174.0,506.0,39,170,39,170,39,170,39,170,209,209,209,209
21143,3019.0,3169.0,2630.0,2842.0,151.0,213.0,52,87,52,87,52,87,52,87,139,139,139,139
21144,3048.0,3198.0,2515.0,2727.0,151.0,213.0,57,77,57,77,57,77,57,77,134,134,134,134
21145,1620.0,1829.0,1191.0,1755.0,210.0,565.0,57,217,57,217,57,217,57,217,274,274,274,274
21146,3320.0,3470.0,2521.0,2733.0,151.0,213.0,44,56,44,56,44,56,44,56,100,100,100,100
21148,1695.0,1845.0,1653.0,1865.0,151.0,213.0,23,60,23,60,23,60,23,60,83,83,83,83
21150,1018.0,1168.0,1024.0,1236.0,151.0,213.0,98,45,98,45,98,45,98,45,143,143,143,143
21152,3040.0,3190.0,2721.0,2934.0,151.0,214.0,35,47,35,47,35,47,35,47,82,82,82,82
21164,1890.0,2040.0,1847.0,2059.0,151.0,213.0,46,80,46,80,46,80,46,80,126,126,126,126
21165,804.0,954.0,1030.0,1242.0,151.0,213.0,56,88,56,88,56,88,56,88,144,144,144,144
21168,2908.0,3058.0,2514.0,2726.0,151.0,213.0,30,82,30,82,30,82,30,82,112,112,112,112
21171,2908.0,3058.0,2552.0,2764.0,151.0,213.0,40,57,40,57,40,57,40,57,97,97,97,97
21185,2060.0,2210.0,1912.0,2124.0,151.0,213.0,25,98,25,98,25,98,25,98,123,123,123,123
21190,3224.0,3374.0,2684.0,2897.0,151.0,214.0,36,80,36,80,36,80,36,80,116,116,116,116
21193,2283.0,2433.0,1755.0,1967.0,151.0,213.0,89,127,89,127,89,127,89,127,216,216,216,216
21195,1165.0,1315.0,900.0,1112.0,151.0,213.0,25,66,25,66,25,66,25,66,91,91,91,91
21198,1080.0,1230.0,1265.0,1477.0,151.0,213.0,75,58,75,58,75,58,75,58,133,133,133,133
21201,1682.0,1832.0,1546.0,1758.0,151.0,213.0,41,110,41,110,41,110,41,110,151,151,151,151
21204,2002.0,2152.0,1454.0,1667.0,151.0,214.0,45,67,45,67,45,67,45,67,112,112,112,112
21212,2941.0,3218.0,2271.0,2686.0,278.0,416.0,55,117,55,117,55,117,55,117,172,172,172,172
21215,1652.0,1802.0,1480.0,1692.0,151.0,213.0,40,107,40,107,40,107,40,107,147,147,147,147
21218,770.0,1061.0,1038.0,1611.0,292.0,574.0,119,232,119,232,119,232,119,232,351,351,351,351
21221,1036.0,1318.0,804.0,1420.0,283.0,617.0,70,196,70,196,70,196,70,196,266,266,266,266
21223,2584.0,2734.0,2075.0,2287.0,151.0,213.0,34,98,34,98,34,98,34,98,132,132,132,132
21224,2920.0,3070.0,2696.0,2909.0,151.0,214.0,53,65,53,65,53,65,53,65,118,118,118,118
21229,1632.0,1782.0,1123.0,1335.0,151.0,213.0,33,105,33,105,33,105,33,105,138,138,138,138
21230,3372.0,3522.0,2853.0,3065.0,151.0,213.0,18,94,18,94,18,94,18,94,112,112,112,112
21235,1427.0,1577.0,1441.0,1653.0,151.0,213.0,57,89,57,89,57,89,57,89,146,146,146,146
21237,2943.0,3093.0,2152.0,2364.0,151.0,213.0,56,104,56,104,56,104,56,104,160,160,160,160
21244,2827.0,2977.0,2416.0,2628.0,151.0,213.0,42,100,42,100,42,100,42,100,142,142,142,142
21247,3037.0,3187.0,2374.0,2586.0,151.0,213.0,41,87,41,87,41,87,41,87,128,128,128,128
21248,889.0,1039.0,973.0,1185.0,151.0,213.0,47,109,47,109,47,109,47,109,156,156,156,156
21249,2104.0,2254.0,1941.0,2153.0,151.0,213.0,61,74,61,74,61,74,61,74,135,135,135,135
21252,2379.0,2529.0,1745.0,1957.0,151.0,213.0,52,82,52,82,52,82,52,82,134,134,134,134
21256,3249.0,3399.0,2321.0,2533.0,151.0,213.0,52,86,52,86,52,86,52,86,138,138,138,138
21257,321.0,689.0,338.0,1013.0,369.0,676.0,49,133,49,133,49,133,49,133,182,182,182,182
21258,2733.0,2883.0,2012.0,2224.0,151.0,213.0,52,80,52,80,52,80,52,80,132,132,132,132
21259,2506.0,2656.0,1780.0,1992.0,151.0,213.0,74,119,74,119,74,119,74,119,193,193,193,193
21265,1767.0,1917.0,1708.0,1920.0,151.0,213.0,42,82,42,82,42,82,42,82,124,124,124,124
21268,1846.0,1996.0,1463.0,1676.0,151.0,214.0,53,78,53,78,53,78,53,78,131,131,131,131
21269,3469.0,3619.0,2733.0,2945.0,151.0,213.0,25,50,25,50,25,50,25,50,75,75,75,75
21270,1522.0,1672.0,1319.0,1531.0,151.0,213.0,48,88,48,88,48,88,48,88,136,136,136,136
21271,856.0,1179.0,313.0,1001.0,324.0,689.0,187,150,187,150,187,150,187,150,337,337,337,337
21272,3543.0,3693.0,2800.0,3012.0,151.0,213.0,40,68,40,68,40,68,40,68,108,108,108,108
21281,2080.0,2230.0,1472.0,1684.0,151.0,213.0,52,91,52,91,52,91,52,91,143,143,143,143
21282,849.0,999.0,1137.0,1349.0,151.0,213.0,64,84,64,84,64,84,64,84,148,148,148,148
21284,828.0,978.0,828.0,1041.0,151.0,214.0,37,42,37,42,37,42,37,42,79,79,79,79
21293,2493.0,2643.0,2337.0,2550.0,151.0,214.0,65,75,65,75,65,75,65,75,140,140,140,140
21295,2867.0,3017.0,2434.0,2646.0,151.0,213.0,48,81,48,81,48,81,48,81,129,129,129,129
21296,993.0,1264.0,1095.0,1665.0,272.0,571.0,137,216,137,216,137,216,137,216,353,353,353,353
21297,1023.0,1173.0,1138.0,1350.0,151.0,213.0,134,61,134,61,134,61,134,61,195,195,195,195
21298,762.0,912.0,929.0,1141.0,151.0,213.0,69,83,69,83,69,83,69,83,152,152,152,152
21303,496.0,856.0,249.0,943.0,361.0,695.0,37,97,37,97,37,97,37,97,134,134,134,134
21311,2582.0,2732.0,2205.0,2417.0,151.0,213.0,51,78,51,78,51,78,51,78,129,129,129,129
21313,1772.0,1922.0,1615.0,1827.0,151.0,213.0,41,79,41,79,41,79,41,79,120,120,120,120
21320,1458.0,1608.0,1484.0,1697.0,151.0,214.0,43,63,43,63,43,63,43,63,106,106,106,106
21321,749.0,899.0,1079.0,1291.0,151.0,213.0,39,95,39,95,39,95,39,95,134,134,134,134
21322,2790.0,2940.0,2381.0,2594.0,151.0,214.0,52,81,52,81,52,81,52,81,133,133,133,133
21323,622.0,772.0,819.0,1031.0,151.0,213.0,47,61,47,61,47,61,47,61,108,108,108,108
21336,831.0,981.0,872.0,1084.0,151.0,213.0,34,81,34,81,34,81,34,81,115,115,115,115
21340,3016.0,3166.0,2670.0,2882.0,151.0,213.0,87,88,87,88,87,88,87,88,175,175,175,175
21342,1174.0,1324.0,923.0,1135.0,151.0,213.0,61,63,61,63,61,63,61,63,124,124,124,124
21345,1023.0,1173.0,1193.0,1405.0,151.0,213.0,120,84,120,84,120,84,120,84,204,204,204,204
21346,3519.0,3669.0,2969.0,3181.0,151.0,213.0,18,57,18,57,18,57,18,57,75,75,75,75
21353,3410.0,3560.0,2901.0,3113.0,151.0,213.0,46,29,46,29,46,29,46,29,75,75,75,75
21354,2924.0,3074.0,2096.0,2309.0,151.0,214.0,65,81,65,81,65,81,65,81,146,146,146,146
21356,1140.0,1393.0,1220.0,1774.0,254.0,555.0,60,173,60,173,60,173,60,173,233,233,233,233
21357,398.0,765.0,257.0,947.0,368.0,691.0,114,209,114,209,114,209,114,209,323,323,323,323
21363,1037.0,1187.0,1157.0,1370.0,151.0,214.0,118,85,118,85,118,85,118,85,203,203,203,203
21367,2430.0,2580.0,2177.0,2389.0,151.0,213.0,37,83,37,83,37,83,37,83,120,120,120,120
21374,1471.0,1621.0,1319.0,1531.0,151.0,213.0,26,111,26,111,26,111,26,111,137,137,137,137
21379,3496.0,3646.0,2814.0,3026.0,151.0,213.0,47,61,47,61,47,61,47,61,108,108,108,108
21380,2231.0,2381.0,2039.0,2251.0,151.0,213.0,37,80,37,80,37,80,37,80,117,117,117,117
21382,2776.0,2926.0,2233.0,2445.0,151.0,213.0,50,118,50,118,50,118,50,118,168,168,168,168
21383,3365.0,3515.0,2804.0,3016.0,151.0,213.0,38,72,38,72,38,72,38,72,110,110,110,110
